Bill_Id,Status,Customer,Contact,Address,Load_Type,Port_of_departure,Port_of_destination,Weight,Cube,Pieces,Tariff,Additional_service_Code,create_date,create_user,rate_id,FRT,ACC,DEST,CCS,CONS,CARGO,HAZ,LONG_Length,OVR_WGT,Total_Charge,rate_Date,rate_User
18010,PEND,POV Private,Steven,"Anchorage, US",Container,OAK,ANK,1394636,0,0,587E,,1/20/2014,achadaluri,18010,"111,570.88",10.29,2,2.03,0,0,0,0,0,"111,585.20",1/25/2014,nnoor
18011,PEND,GOVT PROP,Steven,"Anchorage, US",Container,OAK,ANK,16555000,5000,99,587E, RED,1/20/2014,achadaluri,18011,"131,115,600.00",10.29,2,2.03,0,0,"1,986,600.00",637,"6,618,000.00","139,720,851.32",1/25/2014,nnoor
18012,PEND,GOVT PROP,Steven,"Anchorage, US",Container,OAK,ANK,13999084,100,8,587E, RED,1/20/2014,achadaluri,18012,"8,959,413.76",10.29,2,2.03,0,0,"1,679,890.08",0,"5,595,633.60","16,234,951.76",1/25/2014,nnoor
18013,PEND,GOVT PROP,Steven,"Anchorage, US",Container,OAK,ANK,14000000,1000,8,587E, RED,1/20/2014,achadaluri,18013,"8,960,000.00",10.29,2,2.03,0,0,"1,680,000.00",0,"5,596,000.00","16,236,014.32",1/25/2014,nnoor
18014,PEND,GOVT PROP,Steven,"Anchorage, US",Container,OAK,ANK,14000000,500,1,587E, RED,1/20/2014,achadaluri,18014,"1,120,000.00",10.29,2,2.03,0,0,"1,680,000.00",0,"5,596,000.00","8,396,014.32",1/25/2014,nnoor
18015,PEND,GOVT PROP,Steven,"Anchorage, US",Container,OAK,ANK,14000000,5000,5,587E, RED,1/20/2014,achadaluri,18015,"5,600,000.00",10.29,2,2.03,0,0,"1,680,000.00",637,"5,596,000.00","12,876,651.32",1/25/2014,nnoor
18016,PEND,GOVT PROP,Steven,"Anchorage, US",Container,OAK,ANK,14000000,5000,1,587E, RED,1/20/2014,achadaluri,18016,"1,120,000.00",10.29,2,2.03,0,0,"1,680,000.00",637,"5,596,000.00","8,396,651.32",1/25/2014,nnoor
18017,PEND,GOVT PROP,Steven,"Anchorage, US",Container,OAK,ANK,1400000,0,1,587E, RED,1/20/2014,achadaluri,18017,"112,000.00",10.29,2,2.03,0,0,"168,000.00",0,0,"280,014.32",1/25/2014,nnoor
18018,PEND,POV Private,Steven,"Anchorage, US",Container,OAK,ANK,1400000,0,1,587E,,1/20/2014,achadaluri,18018,"112,000.00",10.29,2,2.03,0,0,0,0,0,"112,014.32",1/25/2014,nnoor
18019,PEND,POV Private,Steven,"Anchorage, US",Container,OAK,ANK,1400000,0,1,587E,,1/20/2014,achadaluri,18019,"112,000.00",10.29,2,2.03,0,0,0,0,0,"112,014.32",1/25/2014,nnoor
18020,PEND,POV Private,Steven,"Anchorage, US",Container,OAK,ANK,1400000,0,1,587E,,1/20/2014,achadaluri,18020,"112,000.00",10.29,2,2.03,0,0,0,0,0,"112,014.32",1/25/2014,nnoor
18021,PEND,POV Private,Steven,"Anchorage, US",Container,OAK,ANK,1400000,0,1,587E,,1/20/2014,achadaluri,18021,"112,000.00",10.29,2,2.03,0,0,0,0,0,"112,014.32",1/25/2014,nnoor
18022,PEND,POV Private,Steven,"Anchorage, US",Container,OAK,ANK,1400000,0,1,587E,,1/20/2014,achadaluri,18022,"112,000.00",10.29,2,2.03,0,0,0,0,0,"112,014.32",1/25/2014,nnoor
18023,PEND,POV Private,Steven,"Anchorage, US",Container,OAK,ANK,1405096,0,1,587E,,1/20/2014,achadaluri,18023,"112,407.68",10.29,2,2.03,0,0,0,0,0,"112,422.00",1/25/2014,nnoor
18024,PEND,POV Private,Steven,"Anchorage, US",Container,OAK,ANK,1405097,0,0,587E,,1/20/2014,achadaluri,18024,"112,407.76",10.29,2,2.03,0,0,0,0,0,"112,422.08",1/25/2014,nnoor
18025,PEND,POV Private,Steven,"Anchorage, US",Container,OAK,ANK,1406544,9684,0,587E,,1/20/2014,achadaluri,18025,"112,523.52",10.29,2,2.03,0,0,0,"1,245.92",0,"113,783.76",1/25/2014,nnoor
18026,PEND,POV Private,Steven,"Anchorage, US",Container,OAK,ANK,1408141,0,0,587E,,1/20/2014,achadaluri,18026,"112,651.28",10.29,2,2.03,0,0,0,0,0,"112,665.60",1/25/2014,nnoor
18027,PEND,POV Private,Steven,"Anchorage, US",Container,OAK,ANK,1408684,0,7431,587E,,1/20/2014,achadaluri,18027,"837,434,464.32",10.29,2,2.03,0,0,0,0,0,"837,434,478.64",1/25/2014,nnoor
18028,PEND,POV Private,Steven,"Anchorage, US",Container,OAK,ANK,1408930,0,295,587E,,1/20/2014,achadaluri,18028,"33,250,748.00",10.29,2,2.03,0,0,0,0,0,"33,250,762.32",1/25/2014,nnoor
18029,PEND,POV Private,Steven,"Anchorage, US",Container,OAK,ANK,1409173,0,0,587E,,1/20/2014,achadaluri,18029,"112,733.84",10.29,2,2.03,0,0,0,0,0,"112,748.16",1/25/2014,nnoor
18030,PEND,POV Private,Steven,"Anchorage, US",Container,OAK,ANK,1409824,0,1,587E,,1/20/2014,achadaluri,18030,"112,785.92",10.29,2,2.03,0,0,0,0,0,"112,800.24",1/25/2014,nnoor
18031,PEND,POV Private,Steven,"Anchorage, US",Container,OAK,ANK,1410000,0,18,587E,,1/20/2014,achadaluri,18031,"2,030,400.00",10.29,2,2.03,0,0,0,0,0,"2,030,414.32",1/25/2014,nnoor
18032,PEND,POV Private,Steven,"Anchorage, US",Container,SEA,ANK,1410239,0,18,587E,,1/20/2014,achadaluri,18032,"2,030,744.16",10.29,2,2.03,0,0,0,0,0,"2,030,758.48",1/25/2014,nnoor
18033,PEND,POV Private,Steven,"Los Angeles, US",Container,SEA,LAX,1410366,0,0,587E,,1/20/2014,achadaluri,18033,"112,829.28",10.29,0,2.03,0,0,0,0,0,"112,841.60",1/25/2014,nnoor
18034,PEND,POV Private,Steven,"Los Angeles, US",Container,SEA,LAX,1410465,0,0,587E,,1/20/2014,achadaluri,18034,"112,837.20",10.29,0,2.03,0,0,0,0,0,"112,849.52",1/25/2014,nnoor
18036,PEND,POV Private,Steven,"Los Angeles, US",Container,SEA,LAX,1413206,0,0,587E,,1/20/2014,achadaluri,18036,"113,056.48",10.29,0,2.03,0,0,0,0,0,"113,068.80",1/25/2014,nnoor
18037,PEND,POV Private,Steven,"Los Angeles, US",Container,SEA,LAX,1413207,80,0,587E,,1/20/2014,achadaluri,18037,"113,056.56",10.29,0,2.03,0,0,0,0,0,"113,068.88",1/25/2014,nnoor
18038,PEND,POV Private,Steven,"Los Angeles, US",Container,SEA,LAX,1413482,0,0,587E,,1/20/2014,achadaluri,18038,"113,078.56",10.29,0,2.03,0,0,0,0,0,"113,090.88",1/25/2014,nnoor
18039,PEND,POV Private,Steven,"Los Angeles, US",Container,SEA,LAX,1414205,0,0,587E,,1/20/2014,achadaluri,18039,"113,136.40",10.29,0,2.03,0,0,0,0,0,"113,148.72",1/25/2014,nnoor
18040,PEND,POV Private,Steven,"Los Angeles, US",Container,SEA,LAX,1414844,0,18,587E,,1/20/2014,achadaluri,18040,"2,037,375.36",10.29,0,2.03,0,0,0,0,0,"2,037,387.68",1/25/2014,nnoor
18041,PEND,POV Private,Steven,"Oakland, US",Container,SEA,OAK,1414959,0,19,587E,,1/20/2014,achadaluri,18041,"2,150,737.68",10.29,0,2.03,0,0,0,0,0,"2,150,750.00",1/25/2014,nnoor
18042,PEND,POV Private,Steven,"Oakland, US",Container,SEA,OAK,1415043,0,17,587E,,1/20/2014,achadaluri,18042,"1,924,458.48",10.29,0,2.03,0,0,0,0,0,"1,924,470.80",1/25/2014,nnoor
18043,PEND,POV Private,Steven,"Oakland, US",Container,SEA,OAK,1415701,0,0,587E,,1/20/2014,achadaluri,18043,"113,256.08",10.29,0,2.03,0,0,0,0,0,"113,268.40",1/25/2014,nnoor
18044,PEND,POV Private,Steven,"Oakland, US",Container,SEA,OAK,1417438,0,0,587E,,1/20/2014,achadaluri,18044,"113,395.04",10.29,0,2.03,0,0,0,0,0,"113,407.36",1/25/2014,nnoor
18045,PEND,POV Private,Steven,"Oakland, US",Container,SEA,OAK,1418387,0,1,587E,,1/20/2014,achadaluri,18045,"113,470.96",10.29,0,2.03,0,0,0,0,0,"113,483.28",1/25/2014,nnoor
18046,PEND,POV Private,Steven,"Oakland, US",Container,SEA,OAK,1418734,0,0,587E,,1/20/2014,achadaluri,18046,"113,498.72",10.29,0,2.03,0,0,0,0,0,"113,511.04",1/25/2014,nnoor
18047,PEND,POV Private,Steven,"Oakland, US",Container,SEA,OAK,1418759,0,573,587E,,1/20/2014,achadaluri,18047,"65,035,912.56",10.29,0,2.03,0,0,0,0,0,"65,035,924.88",1/25/2014,nnoor
18048,PEND,POV Private,Steven,"Oakland, US",Container,SEA,OAK,1420000,72529,0,587E,,1/20/2014,achadaluri,18048,"113,600.00",10.29,0,2.03,0,0,0,"9,415.77",0,"123,028.09",1/25/2014,nnoor
18049,PEND,POV Private,Steven,"Los Angeles, US",Container,SEA,LAX,1420170,0,819,587E,,1/20/2014,achadaluri,18049,"93,049,538.40",10.29,0,2.03,0,0,0,0,0,"93,049,550.72",1/25/2014,nnoor
18050,PEND,POV Private,Steven,"Los Angeles, US",Container,SEA,LAX,1420722,0,281,587E,,1/20/2014,achadaluri,18050,"31,937,830.56",10.29,0,2.03,0,0,0,0,0,"31,937,842.88",1/25/2014,nnoor
18051,PEND,POV Private,Steven,"Los Angeles, US",Container,SEA,LAX,1420737,0,0,587E,,1/20/2014,achadaluri,18051,"113,658.96",10.29,0,2.03,0,0,0,0,0,"113,671.28",1/25/2014,nnoor
18052,PEND,POV Private,Steven,"Honolulu, US",Container,SEA,HON,1421376,0,1,587E,,1/20/2014,achadaluri,18052,"113,710.08",10.29,0,2.03,0,0,0,0,0,"113,722.40",1/25/2014,nnoor
18053,PEND,POV Private,Steven,"Honolulu, US",Container,SEA,HON,1421615,2400,1,587E,,1/20/2014,achadaluri,18053,"113,729.20",10.29,0,2.03,0,0,0,299,0,"114,040.52",1/25/2014,nnoor
18054,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1421615,2400,0,587E,,1/20/2014,achadaluri,18054,"113,729.20",10.29,0,2.03,0,0,0,299,0,"114,040.52",1/25/2014,nnoor
18056,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1423640,0,1602,587E,,1/20/2014,achadaluri,18056,"182,453,702.40",10.29,0,2.03,0,0,0,0,0,"182,453,714.72",1/25/2014,nnoor
18057,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1423640,0,1926,587E,,1/20/2014,achadaluri,18057,"219,354,451.20",10.29,0,2.03,0,0,0,0,0,"219,354,463.52",1/25/2014,nnoor
18058,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1424095,5,1,587E,,1/20/2014,achadaluri,18058,"113,927.60",10.29,0,2.03,0,0,0,0,0,"113,939.92",1/25/2014,nnoor
18059,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1425673,0,1655,587E,,1/20/2014,achadaluri,18059,"188,759,105.20",10.29,0,2.03,0,0,0,0,0,"188,759,117.52",1/25/2014,nnoor
18060,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1427125,0,0,587E,,1/20/2014,achadaluri,18060,"114,170.00",10.29,0,2.03,0,0,0,0,0,"114,182.32",1/25/2014,nnoor
18061,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1428183,0,0,587E,,1/20/2014,achadaluri,18061,"114,254.64",10.29,0,2.03,0,0,0,0,0,"114,266.96",1/25/2014,nnoor
18062,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1428729,0,0,587E,,1/20/2014,achadaluri,18062,"114,298.32",10.29,0,2.03,0,0,0,0,0,"114,310.64",1/25/2014,nnoor
18063,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1429125,0,100,587E,,1/20/2014,achadaluri,18063,"11,433,000.00",10.29,0,2.03,0,0,0,0,0,"11,433,012.32",1/25/2014,nnoor
18064,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1430267,0,0,587E,,1/20/2014,achadaluri,18064,"114,421.36",10.29,0,2.03,0,0,0,0,0,"114,433.68",1/25/2014,nnoor
18065,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1431198,0,0,587E,,1/20/2014,achadaluri,18065,"114,495.84",10.29,0,2.03,0,0,0,0,0,"114,508.16",1/25/2014,nnoor
18066,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1433624,0,0,587E,,1/20/2014,achadaluri,18066,"114,689.92",10.29,0,2.03,0,0,0,0,0,"114,702.24",1/25/2014,nnoor
18067,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1434077,0,26,587E,,1/20/2014,achadaluri,18067,"2,982,880.16",10.29,0,2.03,0,0,0,0,0,"2,982,892.48",1/25/2014,nnoor
18068,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1435375,0,18,587E,,1/20/2014,achadaluri,18068,"2,066,940.00",10.29,0,2.03,0,0,0,0,0,"2,066,952.32",1/25/2014,nnoor
18069,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1435624,49770,0,587E,,1/20/2014,achadaluri,18069,"114,849.92",10.29,0,2.03,0,0,0,"6,457.10",0,"121,319.34",1/25/2014,nnoor
18070,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1435794,0,0,587E,,1/20/2014,achadaluri,18070,"114,863.52",10.29,0,2.03,0,0,0,0,0,"114,875.84",1/25/2014,nnoor
18071,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1436915,0,0,587E,,1/20/2014,achadaluri,18071,"114,953.20",10.29,0,2.03,0,0,0,0,0,"114,965.52",1/25/2014,nnoor
18072,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1437569,0,112,587E,,1/20/2014,achadaluri,18072,"12,880,618.24",10.29,0,2.03,0,0,0,0,0,"12,880,630.56",1/25/2014,nnoor
18073,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1438570,0,0,587E,,1/20/2014,achadaluri,18073,"115,085.60",10.29,0,2.03,0,0,0,0,0,"115,097.92",1/25/2014,nnoor
18074,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1440000,0,1,587E,,1/20/2014,achadaluri,18074,"115,200.00",10.29,0,2.03,0,0,0,0,0,"115,212.32",1/25/2014,nnoor
18075,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1441793,8,1,587E,,1/20/2014,achadaluri,18075,"115,343.44",10.29,0,2.03,0,0,0,0,0,"115,355.76",1/25/2014,nnoor
18076,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1444145,0,1259,587E,,1/20/2014,achadaluri,18076,"145,454,284.40",10.29,0,2.03,0,0,0,0,0,"145,454,296.72",1/25/2014,nnoor
18077,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1445470,0,0,587E,,1/20/2014,achadaluri,18077,"115,637.60",10.29,0,2.03,0,0,0,0,0,"115,649.92",1/25/2014,nnoor
18078,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1446068,0,0,587E,,1/20/2014,achadaluri,18078,"115,685.44",10.29,0,2.03,0,0,0,0,0,"115,697.76",1/25/2014,nnoor
18079,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1447479,0,1,587E,,1/20/2014,achadaluri,18079,"115,798.32",10.29,0,2.03,0,0,0,0,0,"115,810.64",1/25/2014,nnoor
18080,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1447900,0,1,587E,,1/20/2014,achadaluri,18080,"115,832.00",10.29,0,2.03,0,0,0,0,0,"115,844.32",1/25/2014,nnoor
18081,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1449366,0,0,587E,,1/20/2014,achadaluri,18081,"115,949.28",10.29,0,2.03,0,0,0,0,0,"115,961.60",1/25/2014,nnoor
18082,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1450000,0,60,587E,,1/20/2014,achadaluri,18082,"6,960,000.00",10.29,0,2.03,0,0,0,0,0,"6,960,012.32",1/25/2014,nnoor
18083,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1450000,0,0,587E,,1/20/2014,achadaluri,18083,"116,000.00",10.29,0,2.03,0,0,0,0,0,"116,012.32",1/25/2014,nnoor
18084,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1450000,0,0,587E,,1/20/2014,achadaluri,18084,"116,000.00",10.29,0,2.03,0,0,0,0,0,"116,012.32",1/25/2014,nnoor
18085,PEND,POV Private,Steven,"Honolulu, US",Container,LAX,HON,1450000,0,0,587E,,1/20/2014,achadaluri,18085,"116,000.00",10.29,0,2.03,0,0,0,0,0,"116,012.32",1/25/2014,nnoor
18086,PEND,POV Private,Steven,"Honolulu, US",Container,SHA,HON,1450000,0,1,587E,,1/20/2014,achadaluri,18086,"116,000.00",10.29,0,2.03,0,0,0,0,0,"116,012.32",1/25/2014,nnoor
18087,PEND,POV Private,Steven,"Honolulu, US",Container,SHA,HON,1450000,0,1,587E,,1/20/2014,achadaluri,18087,"116,000.00",10.29,0,2.03,0,0,0,0,0,"116,012.32",1/25/2014,nnoor
18088,PEND,POV Private,Steven,"Honolulu, US",Container,SHA,HON,1450000,0,0,587E,,1/20/2014,achadaluri,18088,"116,000.00",10.29,0,2.03,0,0,0,0,0,"116,012.32",1/25/2014,nnoor
18089,PEND,POV Private,Steven,"Honolulu, US",Container,SHA,HON,1451249,0,1,587E,,1/20/2014,achadaluri,18089,"116,099.92",10.29,0,2.03,0,0,0,0,0,"116,112.24",1/25/2014,nnoor
18090,PEND,POV Private,Steven,"Honolulu, US",Container,SHA,HON,1452413,0,0,587E,,1/20/2014,achadaluri,18090,"116,193.04",10.29,0,2.03,0,0,0,0,0,"116,205.36",1/25/2014,nnoor
18091,PEND,POV Private,Steven,"Honolulu, US",Container,SHA,HON,1454190,8,0,587E,,1/20/2014,achadaluri,18091,"116,335.20",10.29,0,2.03,0,0,0,0,0,"116,347.52",1/25/2014,nnoor
18092,PEND,POV Private,Steven,"Honolulu, US",Container,SHA,HON,1454226,0,1,587E,,1/20/2014,achadaluri,18092,"116,338.08",10.29,0,2.03,0,0,0,0,0,"116,350.40",1/25/2014,nnoor
18093,PEND,POV Private,Steven,"Honolulu, US",Container,SHA,HON,1455586,0,1,587E,,1/20/2014,achadaluri,18093,"116,446.88",10.29,0,2.03,0,0,0,0,0,"116,459.20",1/25/2014,nnoor
18094,PEND,POV Private,Steven,"Honolulu, US",Container,SHA,HON,1455633,0,15,587E,,1/20/2014,achadaluri,18094,"1,746,759.60",10.29,0,2.03,0,0,0,0,0,"1,746,771.92",1/25/2014,nnoor
18095,PEND,POV Private,Steven,"Honolulu, US",Container,SHA,HON,1457847,0,0,587E,,1/20/2014,achadaluri,18095,"116,627.76",10.29,0,2.03,0,0,0,0,0,"116,640.08",1/25/2014,nnoor
18096,PEND,POV Private,Steven,"Honolulu, US",Container,SHA,HON,1457880,0,0,587E,,1/20/2014,achadaluri,18096,"116,630.40",10.29,0,2.03,0,0,0,0,0,"116,642.72",1/25/2014,nnoor
18097,PEND,POV Private,Steven,"Honolulu, US",Container,SHA,HON,1457880,0,0,587E,,1/20/2014,achadaluri,18097,"116,630.40",10.29,0,2.03,0,0,0,0,0,"116,642.72",1/25/2014,nnoor
18098,PEND,POV Private,Steven,"Honolulu, US",Container,SHA,HON,1457880,0,0,587E,,1/20/2014,achadaluri,18098,"116,630.40",10.29,0,2.03,0,0,0,0,0,"116,642.72",1/25/2014,nnoor
18099,PEND,POV Private,Steven,"Honolulu, US",Container,SHA,HON,1460000,0,0,587E,,1/20/2014,achadaluri,18099,"116,800.00",10.29,0,2.03,0,0,0,0,0,"116,812.32",1/25/2014,nnoor
18100,PEND,POV Private,Steven,"Honolulu, US",Container,SHA,HON,1460000,0,1,587E,,1/20/2014,achadaluri,18100,"116,800.00",10.29,0,2.03,0,0,0,0,0,"116,812.32",1/25/2014,nnoor
18101,PEND,POV Private,Steven,"Honolulu, US",Container,SHA,HON,1462224,0,0,587E,,1/20/2014,achadaluri,18101,"116,977.92",10.29,0,2.03,0,0,0,0,0,"116,990.24",1/25/2014,nnoor
18102,PEND,POV Private,Steven,"Honolulu, US",Container,SHA,HON,1462375,0,0,587E,,1/20/2014,achadaluri,18102,"116,990.00",10.29,0,2.03,0,0,0,0,0,"117,002.32",1/25/2014,nnoor
18103,PEND,POV Private,Steven,"Honolulu, US",Container,SHA,HON,1462804,0,0,587E,,1/20/2014,dstark,18103,"117,024.32",10.29,0,2.03,0,0,0,0,0,"117,036.64",1/25/2014,nnoor
18104,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1463292,0,0,587E,,1/20/2014,rbrad,18104,"117,063.36",10.29,0,2.03,0,0,0,0,0,"117,075.68",1/25/2014,nnoor
18105,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1463367,0,0,587E,,1/20/2014,rbrad,18105,"117,069.36",10.29,0,2.03,0,0,0,0,0,"117,081.68",1/25/2014,nnoor
18106,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1465197,0,0,587E,,1/20/2014,rbrad,18106,"117,215.76",10.29,0,2.03,0,0,0,0,0,"117,228.08",1/25/2014,nnoor
18107,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1465406,2520,0,587E,,1/20/2014,rbrad,18107,"117,232.48",10.29,0,2.03,0,0,0,314.6,0,"117,559.40",1/25/2014,nnoor
18108,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1465406,2520,0,587E,,1/20/2014,rbrad,18108,"117,232.48",10.29,0,2.03,0,0,0,314.6,0,"117,559.40",1/25/2014,nnoor
18109,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1465706,2520,0,587E,,1/20/2014,rbrad,18109,"117,256.48",10.29,0,2.03,0,0,0,314.6,0,"117,583.40",1/25/2014,nnoor
18110,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1466059,0,0,587E,,1/20/2014,rbrad,18110,"117,284.72",10.29,0,2.03,0,0,0,0,0,"117,297.04",1/25/2014,nnoor
18111,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1467899,0,0,587E,,1/20/2014,rbrad,18111,"117,431.92",10.29,0,2.03,0,0,0,0,0,"117,444.24",1/25/2014,nnoor
18112,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1469983,0,0,587E,,1/20/2014,rbrad,18112,"117,598.64",10.29,0,2.03,0,0,0,0,0,"117,610.96",1/25/2014,nnoor
18113,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1470165,0,0,587E,,1/20/2014,rbrad,18113,"117,613.20",10.29,0,2.03,0,0,0,0,0,"117,625.52",1/25/2014,nnoor
18114,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1470171,0,0,587E,,1/20/2014,rbrad,18114,"117,613.68",10.29,0,2.03,0,0,0,0,0,"117,626.00",1/25/2014,nnoor
18115,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1470468,0,0,587E,,1/20/2014,rbrad,18115,"117,637.44",10.29,0,2.03,0,0,0,0,0,"117,649.76",1/25/2014,nnoor
